"시도별(1)","설립주체별(1)","학교현황별(1)","학교현황별(2)",시점,데이터
"총계","사립","직원수 (명)","여자",2018,159
"총계","사립","직원수 (명)","여자",2019,162
"총계","사립","직원수 (명)","여자",2020,162
"총계","사립","직원수 (명)","여자",2021,160
"총계","사립","직원수 (명)","여자",2022,164
"총계","사립","입학자수 (명)","소계",2013,7111
"총계","사립","입학자수 (명)","소계",2014,7131
"총계","사립","입학자수 (명)","소계",2015,6970
"총계","사립","입학자수 (명)","소계",2016,6945
"총계","사립","입학자수 (명)","소계",2017,7111
"총계","사립","입학자수 (명)","소계",2018,6690
"총계","사립","입학자수 (명)","소계",2019,6781
"총계","사립","입학자수 (명)","소계",2020,6800
"총계","사립","입학자수 (명)","소계",2021,6860
"총계","사립","입학자수 (명)","소계",2022,6839
"총계","사립","입학자수 (명)","여자",2013,3548
"총계","사립","입학자수 (명)","여자",2014,3509
"총계","사립","입학자수 (명)","여자",2015,3384
"총계","사립","입학자수 (명)","여자",2016,3407
"총계","사립","입학자수 (명)","여자",2017,3503
"총계","사립","입학자수 (명)","여자",2018,3310
"총계","사립","입학자수 (명)","여자",2019,3323
"총계","사립","입학자수 (명)","여자",2020,3367
"총계","사립","입학자수 (명)","여자",2021,3438
"총계","사립","입학자수 (명)","여자",2022,3379
"총계","사립","졸업자수 (명)","소계",2013,6983
"총계","사립","졸업자수 (명)","소계",2014,6686
"총계","사립","졸업자수 (명)","소계",2015,6186
"총계","사립","졸업자수 (명)","소계",2016,6189
"총계","사립","졸업자수 (명)","소계",2017,6183
"총계","사립","졸업자수 (명)","소계",2018,5993
"총계","사립","졸업자수 (명)","소계",2019,5822
"총계","사립","졸업자수 (명)","소계",2020,5788
"총계","사립","졸업자수 (명)","소계",2021,5699
"총계","사립","졸업자수 (명)","소계",2022,5500
"총계","사립","졸업자수 (명)","여자",2013,3443
"총계","사립","졸업자수 (명)","여자",2014,3243
"총계","사립","졸업자수 (명)","여자",2015,3032
"총계","사립","졸업자수 (명)","여자",2016,3039
"총계","사립","졸업자수 (명)","여자",2017,3066
"총계","사립","졸업자수 (명)","여자",2018,3018
"총계","사립","졸업자수 (명)","여자",2019,2966
"총계","사립","졸업자수 (명)","여자",2020,2918
"총계","사립","졸업자수 (명)","여자",2021,2848
"총계","사립","졸업자수 (명)","여자",2022,2743
"총계","사립","교실수 (개)","소계",2013,1509
"총계","사립","교실수 (개)","소계",2014,1541
"총계","사립","교실수 (개)","소계",2015,2578
"총계","사립","교실수 (개)","소계",2016,2602
"총계","사립","교실수 (개)","소계",2017,2557
"총계","사립","교실수 (개)","소계",2018,2586
"총계","사립","교실수 (개)","소계",2019,2567
"총계","사립","교실수 (개)","소계",2020,2588
"총계","사립","교실수 (개)","소계",2021,2520
"총계","사립","교실수 (개)","소계",2022,2515
"총계","사립","교실수 (개)","정규교실",2013,1503
"총계","사립","교실수 (개)","정규교실",2014,1536
"총계","사립","교실수 (개)","가·대용교실",2013,6
"총계","사립","교실수 (개)","가·대용교실",2014,5
"총계","사립","교실수 (개)","일반교실",2015,1436
"총계","사립","교실수 (개)","일반교실",2016,1419
"총계","사립","교실수 (개)","일반교실",2017,1428
"총계","사립","교실수 (개)","일반교실",2018,1445
"총계","사립","교실수 (개)","일반교실",2019,1451
"총계","사립","교실수 (개)","일반교실",2020,1449
"총계","사립","교실수 (개)","일반교실",2021,1413
"총계","사립","교실수 (개)","일반교실",2022,1420
"총계","사립","교실수 (개)","교과교실",2015,249
"총계","사립","교실수 (개)","교과교실",2016,283
"총계","사립","교실수 (개)","교과교실",2017,274
"총계","사립","교실수 (개)","교과교실",2018,269
"총계","사립","교실수 (개)","교과교실",2019,275
"총계","사립","교실수 (개)","교과교실",2020,271
"총계","사립","교실수 (개)","교과교실",2021,285
"총계","사립","교실수 (개)","교과교실",2022,277
"총계","사립","교실수 (개)","특별교실",2015,757
"총계","사립","교실수 (개)","특별교실",2016,764
"총계","사립","교실수 (개)","특별교실",2017,743
"총계","사립","교실수 (개)","특별교실",2018,751
"총계","사립","교실수 (개)","특별교실",2019,719
"총계","사립","교실수 (개)","특별교실",2020,737
"총계","사립","교실수 (개)","특별교실",2021,727
"총계","사립","교실수 (개)","특별교실",2022,733
"총계","사립","교실수 (개)","수준별교실",2015,136
"총계","사립","교실수 (개)","수준별교실",2016,136
"총계","사립","교실수 (개)","수준별교실",2017,112
"총계","사립","교실수 (개)","수준별교실",2018,121
"총계","사립","교실수 (개)","수준별교실",2019,122
"총계","사립","교실수 (개)","수준별교실",2020,131
"총계","사립","교실수 (개)","수준별교실",2021,95
"총계","사립","교실수 (개)","수준별교실",2022,85
"서울특별시","계","학교수 (개)","소계",2013,597
"서울특별시","계","학교수 (개)","소계",2014,599
"서울특별시","계","학교수 (개)","소계",2015,599
"서울특별시","계","학교수 (개)","소계",2016,601
"서울특별시","계","학교수 (개)","소계",2017,603
"서울특별시","계","학교수 (개)","소계",2018,603
"서울특별시","계","학교수 (개)","소계",2019,607
"서울특별시","계","학교수 (개)","소계",2020,607
"서울특별시","계","학교수 (개)","소계",2021,607
"서울특별시","계","학교수 (개)","소계",2022,609
"서울특별시","계","학급수 (개)","소계",2013,19149
"서울특별시","계","학급수 (개)","소계",2014,18854
"서울특별시","계","학급수 (개)","소계",2015,18780
"서울특별시","계","학급수 (개)","소계",2016,18621
"서울특별시","계","학급수 (개)","소계",2017,18625
"서울특별시","계","학급수 (개)","소계",2018,18585
"서울특별시","계","학급수 (개)","소계",2019,18690
"서울특별시","계","학급수 (개)","소계",2020,18561
"서울특별시","계","학급수 (개)","소계",2021,18396
"서울특별시","계","학급수 (개)","소계",2022,18367
"서울특별시","계","학생수 (명)","소계",2013,469392
"서울특별시","계","학생수 (명)","소계",2014,457517
"서울특별시","계","학생수 (명)","소계",2015,450675
"서울특별시","계","학생수 (명)","소계",2016,436121
"서울특별시","계","학생수 (명)","소계",2017,428333
"서울특별시","계","학생수 (명)","소계",2018,424800
"서울특별시","계","학생수 (명)","소계",2019,422293
"서울특별시","계","학생수 (명)","소계",2020,409536
"서울특별시","계","학생수 (명)","소계",2021,399435
"서울특별시","계","학생수 (명)","소계",2022,393565
"서울특별시","계","학생수 (명)","여자",2013,226687
"서울특별시","계","학생수 (명)","여자",2014,221187
"서울특별시","계","학생수 (명)","여자",2015,218247
"서울특별시","계","학생수 (명)","여자",2016,211706
"서울특별시","계","학생수 (명)","여자",2017,207869
"서울특별시","계","학생수 (명)","여자",2018,206336
"서울특별시","계","학생수 (명)","여자",2019,205477
"서울특별시","계","학생수 (명)","여자",2020,199293
"서울특별시","계","학생수 (명)","여자",2021,194753
"서울특별시","계","학생수 (명)","여자",2022,191926
"서울특별시","계","교원수 (명)","소계",2013,29751
"서울특별시","계","교원수 (명)","소계",2014,29613
"서울특별시","계","교원수 (명)","소계",2015,29627
"서울특별시","계","교원수 (명)","소계",2016,29448
"서울특별시","계","교원수 (명)","소계",2017,29191
"서울특별시","계","교원수 (명)","소계",2018,28992
"서울특별시","계","교원수 (명)","소계",2019,28727
"서울특별시","계","교원수 (명)","소계",2020,28608
"서울특별시","계","교원수 (명)","소계",2021,28219
"서울특별시","계","교원수 (명)","소계",2022,28335
"서울특별시","계","교원수 (명)","여자",2013,25466
"서울특별시","계","교원수 (명)","여자",2014,25433
"서울특별시","계","교원수 (명)","여자",2015,25577
"서울특별시","계","교원수 (명)","여자",2016,25522
"서울특별시","계","교원수 (명)","여자",2017,25321
"서울특별시","계","교원수 (명)","여자",2018,25201
"서울특별시","계","교원수 (명)","여자",2019,24983
"서울특별시","계","교원수 (명)","여자",2020,24889
"서울특별시","계","교원수 (명)","여자",2021,24559
"서울특별시","계","교원수 (명)","여자",2022,24668
"서울특별시","계","직원수 (명)","소계",2013,3174
"서울특별시","계","직원수 (명)","소계",2014,3240
"서울특별시","계","직원수 (명)","소계",2015,3232
"서울특별시","계","직원수 (명)","소계",2016,3176
"서울특별시","계","직원수 (명)","소계",2017,3114
"서울특별시","계","직원수 (명)","소계",2018,3025
"서울특별시","계","직원수 (명)","소계",2019,3028
"서울특별시","계","직원수 (명)","소계",2020,2962
"서울특별시","계","직원수 (명)","소계",2021,2960
"서울특별시","계","직원수 (명)","소계",2022,2989
"서울특별시","계","직원수 (명)","여자",2013,1674
"서울특별시","계","직원수 (명)","여자",2014,1715
"서울특별시","계","직원수 (명)","여자",2015,1732
"서울특별시","계","직원수 (명)","여자",2016,1706
"서울특별시","계","직원수 (명)","여자",2017,1733
"서울특별시","계","직원수 (명)","여자",2018,1712
"서울특별시","계","직원수 (명)","여자",2019,1773
"서울특별시","계","직원수 (명)","여자",2020,1794
"서울특별시","계","직원수 (명)","여자",2021,1836
"서울특별시","계","직원수 (명)","여자",2022,1883
"서울특별시","계","입학자수 (명)","소계",2013,74125
"서울특별시","계","입학자수 (명)","소계",2014,79656
"서울특별시","계","입학자수 (명)","소계",2015,75258
"서울특별시","계","입학자수 (명)","소계",2016,69944
"서울특별시","계","입학자수 (명)","소계",2017,72529
"서울특별시","계","입학자수 (명)","소계",2018,70686
"서울특별시","계","입학자수 (명)","소계",2019,72171
"서울특별시","계","입학자수 (명)","소계",2020,64898
"서울특별시","계","입학자수 (명)","소계",2021,63690
"서울특별시","계","입학자수 (명)","소계",2022,64013
"서울특별시","계","입학자수 (명)","여자",2013,35914
"서울특별시","계","입학자수 (명)","여자",2014,38703
"서울특별시","계","입학자수 (명)","여자",2015,36517
"서울특별시","계","입학자수 (명)","여자",2016,34172
"서울특별시","계","입학자수 (명)","여자",2017,35323
"서울특별시","계","입학자수 (명)","여자",2018,34455
"서울특별시","계","입학자수 (명)","여자",2019,35221
"서울특별시","계","입학자수 (명)","여자",2020,31569
"서울특별시","계","입학자수 (명)","여자",2021,31126
"서울특별시","계","입학자수 (명)","여자",2022,31404
"서울특별시","계","졸업자수 (명)","소계",2013,102219
"서울특별시","계","졸업자수 (명)","소계",2014,88172
"서울특별시","계","졸업자수 (명)","소계",2015,78066
"서울특별시","계","졸업자수 (명)","소계",2016,79123
"서울특별시","계","졸업자수 (명)","소계",2017,75440
"서울특별시","계","졸업자수 (명)","소계",2018,67742
"서울특별시","계","졸업자수 (명)","소계",2019,69664
"서울특별시","계","졸업자수 (명)","소계",2020,74375
"서울특별시","계","졸업자수 (명)","소계",2021,70430
"서울특별시","계","졸업자수 (명)","소계",2022,65432
"서울특별시","계","졸업자수 (명)","여자",2013,48878
"서울특별시","계","졸업자수 (명)","여자",2014,42406
"서울특별시","계","졸업자수 (명)","여자",2015,37626
"서울특별시","계","졸업자수 (명)","여자",2016,38188
