"시도별(1)","설립주체별(1)","유치원현황별(1)","유치원현황별(2)",시점,데이터
"총계","사립","원아수 (명)","소계",2021,405211
"총계","사립","원아수 (명)","소계",2022,385327
"총계","사립","원아수 (명)","여자",2013,252330
"총계","사립","원아수 (명)","여자",2014,246800
"총계","사립","원아수 (명)","여자",2015,255502
"총계","사립","원아수 (명)","여자",2016,263057
"총계","사립","원아수 (명)","여자",2017,258654
"총계","사립","원아수 (명)","여자",2018,249847
"총계","사립","원아수 (명)","여자",2019,226870
"총계","사립","원아수 (명)","여자",2020,215201
"총계","사립","원아수 (명)","여자",2021,201299
"총계","사립","원아수 (명)","여자",2022,191720
"총계","사립","교원수 (명)","소계",2013,35129
"총계","사립","교원수 (명)","소계",2014,36599
"총계","사립","교원수 (명)","소계",2015,38379
"총계","사립","교원수 (명)","소계",2016,39511
"총계","사립","교원수 (명)","소계",2017,39625
"총계","사립","교원수 (명)","소계",2018,39023
"총계","사립","교원수 (명)","소계",2019,36028
"총계","사립","교원수 (명)","소계",2020,34542
"총계","사립","교원수 (명)","소계",2021,33153
"총계","사립","교원수 (명)","소계",2022,32353
"총계","사립","교원수 (명)","여자",2013,34402
"총계","사립","교원수 (명)","여자",2014,35834
"총계","사립","교원수 (명)","여자",2015,37588
"총계","사립","교원수 (명)","여자",2016,38702
"총계","사립","교원수 (명)","여자",2017,38815
"총계","사립","교원수 (명)","여자",2018,38191
"총계","사립","교원수 (명)","여자",2019,35280
"총계","사립","교원수 (명)","여자",2020,33820
"총계","사립","교원수 (명)","여자",2021,32439
"총계","사립","교원수 (명)","여자",2022,31647
"총계","사립","직원수 (명)","소계",2013,6962
"총계","사립","직원수 (명)","소계",2014,3505
"총계","사립","직원수 (명)","소계",2015,4118
"총계","사립","직원수 (명)","소계",2016,4745
"총계","사립","직원수 (명)","소계",2017,6873
"총계","사립","직원수 (명)","소계",2018,5299
"총계","사립","직원수 (명)","소계",2019,4069
"총계","사립","직원수 (명)","소계",2020,3702
"총계","사립","직원수 (명)","소계",2021,3369
"총계","사립","직원수 (명)","소계",2022,3238
"총계","사립","직원수 (명)","여자",2013,4125
"총계","사립","직원수 (명)","여자",2014,2271
"총계","사립","직원수 (명)","여자",2015,2764
"총계","사립","직원수 (명)","여자",2016,3145
"총계","사립","직원수 (명)","여자",2017,4689
"총계","사립","직원수 (명)","여자",2018,3327
"총계","사립","직원수 (명)","여자",2019,2415
"총계","사립","직원수 (명)","여자",2020,2141
"총계","사립","직원수 (명)","여자",2021,1861
"총계","사립","직원수 (명)","여자",2022,1802
"총계","사립","신입원아수 (명)","소계",2013,232378
"총계","사립","신입원아수 (명)","소계",2014,223839
"총계","사립","신입원아수 (명)","소계",2015,238401
"총계","사립","신입원아수 (명)","소계",2016,230925
"총계","사립","신입원아수 (명)","소계",2017,214250
"총계","사립","신입원아수 (명)","소계",2018,208029
"총계","사립","신입원아수 (명)","소계",2019,188923
"총계","사립","신입원아수 (명)","소계",2020,179131
"총계","사립","신입원아수 (명)","소계",2021,157068
"총계","사립","신입원아수 (명)","소계",2022,154784
"총계","사립","신입원아수 (명)","여자",2013,113493
"총계","사립","신입원아수 (명)","여자",2014,110320
"총계","사립","신입원아수 (명)","여자",2015,115392
"총계","사립","신입원아수 (명)","여자",2016,114622
"총계","사립","신입원아수 (명)","여자",2017,106203
"총계","사립","신입원아수 (명)","여자",2018,103151
"총계","사립","신입원아수 (명)","여자",2019,93661
"총계","사립","신입원아수 (명)","여자",2020,88851
"총계","사립","신입원아수 (명)","여자",2021,78033
"총계","사립","신입원아수 (명)","여자",2022,76766
"총계","사립","재취원아수 (명)","소계",2013,283361
"총계","사립","재취원아수 (명)","소계",2014,279447
"총계","사립","재취원아수 (명)","소계",2015,285179
"총계","사립","재취원아수 (명)","소계",2016,303387
"총계","사립","재취원아수 (명)","소계",2017,312884
"총계","사립","재취원아수 (명)","소계",2018,294692
"총계","사립","재취원아수 (명)","소계",2019,266942
"총계","사립","재취원아수 (명)","여자",2013,138470
"총계","사립","재취원아수 (명)","여자",2014,136197
"총계","사립","재취원아수 (명)","여자",2015,139858
"총계","사립","재취원아수 (명)","여자",2016,149331
"총계","사립","재취원아수 (명)","여자",2017,157220
"총계","사립","재취원아수 (명)","여자",2018,145903
"총계","사립","재취원아수 (명)","여자",2019,132809
"총계","사립","졸업원아수 (명)","소계",2013,372997
"총계","사립","졸업원아수 (명)","소계",2014,394174
"총계","사립","졸업원아수 (명)","소계",2015,345399
"총계","사립","졸업원아수 (명)","소계",2016,197667
"총계","사립","졸업원아수 (명)","소계",2017,191636
"총계","사립","졸업원아수 (명)","소계",2018,188046
"총계","사립","졸업원아수 (명)","소계",2019,181920
"총계","사립","졸업원아수 (명)","소계",2020,156160
"총계","사립","졸업원아수 (명)","소계",2021,142167
"총계","사립","졸업원아수 (명)","소계",2022,150235
"총계","사립","졸업원아수 (명)","여자",2013,182256
"총계","사립","졸업원아수 (명)","여자",2014,192597
"총계","사립","졸업원아수 (명)","여자",2015,168680
"총계","사립","졸업원아수 (명)","여자",2016,96260
"총계","사립","졸업원아수 (명)","여자",2017,93419
"총계","사립","졸업원아수 (명)","여자",2018,92597
"총계","사립","졸업원아수 (명)","여자",2019,89604
"총계","사립","졸업원아수 (명)","여자",2020,77257
"총계","사립","졸업원아수 (명)","여자",2021,70238
"총계","사립","졸업원아수 (명)","여자",2022,74125
"총계","사립","교실수 (개)","소계",2013,24312
"총계","사립","교실수 (개)","소계",2014,25620
"총계","사립","교실수 (개)","소계",2015,28083
"총계","사립","교실수 (개)","소계",2016,28846
"총계","사립","교실수 (개)","소계",2017,29275
"총계","사립","교실수 (개)","소계",2018,29304
"총계","사립","교실수 (개)","소계",2019,28083
"총계","사립","교실수 (개)","소계",2020,26619
"총계","사립","교실수 (개)","소계",2021,25347
"총계","사립","교실수 (개)","소계",2022,24358
"총계","사립","교실수 (개)","정규교실",2013,23686
"총계","사립","교실수 (개)","정규교실",2014,24993
"총계","사립","교실수 (개)","가·대용교실",2013,626
"총계","사립","교실수 (개)","가·대용교실",2014,627
"총계","사립","교실수 (개)","일반교실",2015,25575
"총계","사립","교실수 (개)","일반교실",2016,26362
"총계","사립","교실수 (개)","일반교실",2017,27031
"총계","사립","교실수 (개)","일반교실",2018,27146
"총계","사립","교실수 (개)","일반교실",2019,25988
"총계","사립","교실수 (개)","일반교실",2020,24663
"총계","사립","교실수 (개)","일반교실",2021,23507
"총계","사립","교실수 (개)","일반교실",2022,22572
"총계","사립","교실수 (개)","교과교실",2015,654
"총계","사립","교실수 (개)","교과교실",2016,656
"총계","사립","교실수 (개)","교과교실",2017,435
"총계","사립","교실수 (개)","교과교실",2018,364
"총계","사립","교실수 (개)","교과교실",2019,347
"총계","사립","교실수 (개)","교과교실",2020,305
"총계","사립","교실수 (개)","교과교실",2021,282
"총계","사립","교실수 (개)","교과교실",2022,269
"총계","사립","교실수 (개)","특별교실",2015,1681
"총계","사립","교실수 (개)","특별교실",2016,1669
"총계","사립","교실수 (개)","특별교실",2017,1675
"총계","사립","교실수 (개)","특별교실",2018,1666
"총계","사립","교실수 (개)","특별교실",2019,1630
"총계","사립","교실수 (개)","특별교실",2020,1542
"총계","사립","교실수 (개)","특별교실",2021,1458
"총계","사립","교실수 (개)","특별교실",2022,1421
"총계","사립","교실수 (개)","수준별교실",2015,173
"총계","사립","교실수 (개)","수준별교실",2016,159
"총계","사립","교실수 (개)","수준별교실",2017,134
"총계","사립","교실수 (개)","수준별교실",2018,128
"총계","사립","교실수 (개)","수준별교실",2019,118
"총계","사립","교실수 (개)","수준별교실",2020,109
"총계","사립","교실수 (개)","수준별교실",2021,100
"총계","사립","교실수 (개)","수준별교실",2022,96
"서울특별시","계","유치원수 (개)","소계",2013,869
"서울특별시","계","유치원수 (개)","소계",2014,884
"서울특별시","계","유치원수 (개)","소계",2015,888
"서울특별시","계","유치원수 (개)","소계",2016,879
"서울특별시","계","유치원수 (개)","소계",2017,880
"서울특별시","계","유치원수 (개)","소계",2018,876
"서울특별시","계","유치원수 (개)","소계",2019,830
"서울특별시","계","유치원수 (개)","소계",2020,795
"서울특별시","계","유치원수 (개)","소계",2021,787
"서울특별시","계","유치원수 (개)","소계",2022,788
"서울특별시","계","학급수 (개)","소계",2013,3829
"서울특별시","계","학급수 (개)","소계",2014,4170
"서울특별시","계","학급수 (개)","소계",2015,4275
"서울특별시","계","학급수 (개)","소계",2016,4319
"서울특별시","계","학급수 (개)","소계",2017,4360
"서울특별시","계","학급수 (개)","소계",2018,4365
"서울특별시","계","학급수 (개)","소계",2019,4200
"서울특별시","계","학급수 (개)","소계",2020,4102
"서울특별시","계","학급수 (개)","소계",2021,3704
"서울특별시","계","학급수 (개)","소계",2022,3704
"서울특별시","계","원아수 (명)","소계",2013,92400
"서울특별시","계","원아수 (명)","소계",2014,91195
"서울특별시","계","원아수 (명)","소계",2015,91394
"서울특별시","계","원아수 (명)","소계",2016,91026
"서울특별시","계","원아수 (명)","소계",2017,88987
"서울특별시","계","원아수 (명)","소계",2018,85213
"서울특별시","계","원아수 (명)","소계",2019,78009
"서울특별시","계","원아수 (명)","소계",2020,74657
"서울특별시","계","원아수 (명)","소계",2021,69958
"서울특별시","계","원아수 (명)","소계",2022,66524
"서울특별시","계","원아수 (명)","여자",2013,45337
"서울특별시","계","원아수 (명)","여자",2014,44676
"서울특별시","계","원아수 (명)","여자",2015,44862
"서울특별시","계","원아수 (명)","여자",2016,44843
"서울특별시","계","원아수 (명)","여자",2017,44040
"서울특별시","계","원아수 (명)","여자",2018,42190
"서울특별시","계","원아수 (명)","여자",2019,38568
"서울특별시","계","원아수 (명)","여자",2020,36701
"서울특별시","계","원아수 (명)","여자",2021,34553
"서울특별시","계","원아수 (명)","여자",2022,32686
"서울특별시","계","교원수 (명)","소계",2013,6657
"서울특별시","계","교원수 (명)","소계",2014,6651
"서울특별시","계","교원수 (명)","소계",2015,6903
"서울특별시","계","교원수 (명)","소계",2016,7023
"서울특별시","계","교원수 (명)","소계",2017,7092
"서울특별시","계","교원수 (명)","소계",2018,6958
"서울특별시","계","교원수 (명)","소계",2019,6530
"서울특별시","계","교원수 (명)","소계",2020,6517
"서울특별시","계","교원수 (명)","소계",2021,6391
"서울특별시","계","교원수 (명)","소계",2022,6446
"서울특별시","계","교원수 (명)","여자",2013,6573
"서울특별시","계","교원수 (명)","여자",2014,6575
"서울특별시","계","교원수 (명)","여자",2015,6818
"서울특별시","계","교원수 (명)","여자",2016,6941
"서울특별시","계","교원수 (명)","여자",2017,7007
